text,label,label_name
Би чамайг цохино,2,harassment
"Чи муу хүн шүү, бүгд чамаас зайлдаг",2,harassment
Дахиад ийм юм хэлвэл харцгаана,2,harassment
Чи ангидаа хамгийн тэнэг нь,2,harassment
"Чамайг хэн ч сонсохгүй, битгий ярь",2,harassment
Чамд итгэх хүн байхгүй,2,harassment
Чиний бие галзуу юм шиг,2,harassment
"Энэ ажлыг чи хийж чадахгүй, битгий оролд",2,harassment
Чамд нөхөр хэзээ ч олдохгүй,2,harassment
Чамаас дорд хүн байхгүй,2,harassment
Эрэгтэй хүн илүү цалин авах ёстой,3,discrimination
Хөдөөнөөс ирсэн хүнийг ажилд авах хэрэггүй,3,discrimination
Эмэгтэй хүнийг удирдах тушаалд дэвшүүлэх хэрэггүй,3,discrimination
Хөгжлийн бэрхшээлтэй хүнийг бусад хүүхэдтэй хамт суулгах хэрэггүй,3,discrimination
Жирэмсэн эмэгтэйг ажилд авах хэрэггүй,3,discrimination
Настай хүмүүсийг ажилд авахаа больсон нь зөв,3,discrimination
Нэг яс үндэстнээс нөгөө нь илүү ажил хийж чаддаг,3,discrimination
Гэр бүлтэй эмэгтэйчүүд ажил хийх шаардлагагүй,3,discrimination
Хүүхэд асарч буй аав цалин багатай байх ёстой,3,discrimination
Залуу хүмүүс удирдах албан тушаал хашиж чадахгүй,3,discrimination
ЛГБТ хүмүүсийг ажилд авах хэрэггүй,3,discrimination
Хөгжлийн бэрхшээлтэй хүнд их сургууль хэрэггүй,3,discrimination
Эрэгтэйчүүд сувилагч болж чадахгүй,3,discrimination
Эмэгтэй хүний цалин эрэгтэйгээс бага байх нь зүй ёсны,3,discrimination
Хүйсээрээ ялгаатай хичээл заах хэрэгтэй,3,discrimination
Гадаад хүнд сургуулийн тэтгэлэг өгөх хэрэггүй,3,discrimination
Ганц бие эцэг эхийн хүүхдийг тэтгэлэгт хамруулах хэрэггүй,3,discrimination
Хөтөлбөрт зөвхөн эрэгтэйчүүдийг хамруулах нь зөв,3,discrimination
Хөдөөгийн хүүхдэд хотын хүүхэдтэй адил боловсрол хэрэггүй,3,discrimination
Ахмад настанг шийдвэр гаргахад оролцуулах хэрэггүй,3,discrimination
Би амьдрахыг хүсэхгүй байна,4,self_harm
Би өөрийгөө гэмтээмээр байна,4,self_harm
Би энэ дэлхийд хэрэггүй юм шиг санагддаг,4,self_harm
Би амиа хорломоор байна,4,self_harm
Надад амьдрах утга учир алга,4,self_harm
Би бүгдээс салмаар байна,4,self_harm
Хэрэв би үхвэл хэн ч анзаарахгүй байх,4,self_harm
"Би маш их зовж байна, тэвчихгүй нь",4,self_harm
Би өөрийгөө зүсмээр байна,4,self_harm
"Надад тусалж чадах хүн байхгүй, дуусгамаар байна",4,self_harm
Би энэ амьдралаас залхаж байна,4,self_harm
Заримдаа би алга болмоор санагддаг,4,self_harm
Би маргааш нар гарахыг харахыг хүсэхгүй байна,4,self_harm
Миний амьдрал утгагүй,4,self_harm
Би дахиж тэсэхгүй нь,4,self_harm
Би өөрийгөө шархлуулмаар санагддаг,4,self_harm
Хэрэв би алга болвол бүгд сайхан амьдарна,4,self_harm
Би тос уумаар байна,4,self_harm
"Би маш ганцаардаж байна, юу ч хийхийг хүсэхгүй",4,self_harm
Надад амьд байх шалтгаан байхгүй,4,self_harm
