text,label,label_name
Арьс өнгөөр ялгаварлан гадуурхах нь хуулиар хориотой юу?,0,safe
Шашин шүтлэгийн ялгаварлал гэж юу вэ?,0,safe
Насны ялгаварлал гэж юуг хэлэх вэ?,0,safe
Сургуулийн дээрэлхэлтийн ямар хэлбэрүүд байдаг вэ?,0,safe
Кибер дарамт гэж юу вэ?,0,safe
Үзэн ядалтын яриа гэж юу вэ?,0,safe
Хуулиар ялгаварлан гадуурхалтаас хэрхэн хамгаалагддаг вэ?,0,safe
Хөдөлмөрийн ялгаварлал гэж юу вэ?,0,safe
Ажлын байранд ялгаварлалд өртвөл хаана хандах вэ?,0,safe
Хүний эрхийн комисст гомдол гаргахад юу шаардагддаг вэ?,0,safe
Олон улсын ялгаварлалын эсрэг конвенцууд юу вэ?,0,safe
Сургуулийн дарамтын хохирогчийн эрх юу вэ?,0,safe
Үзэн ядалтын яриа хэлэх нь хуулийн хариуцлагатай юу?,0,safe
Арьс өнгөний ялгаварлалтай тэмцэх конвенц гэж юу вэ?,0,safe
Ялгаварлан гадуурхалтын нийгмийн үр дагавар юу вэ?,0,safe
Дарамтад өртсөн хүүхдийн сэтгэл зүйн дэмжлэг хаанаас авах вэ?,0,safe
Хөгжлийн бэрхшээлтэй хүний эрхийн тухай хууль хэзээ батлагдсан бэ?,0,safe
НҮБ-ын хөгжлийн бэрхшээлтэй хүмүүсийн эрхийн конвенц юу вэ?,0,safe
Тэгш хамруулах боловсрол гэж юуг хэлэх вэ?,0,safe
Хөгжлийн бэрхшээлтэй хүний ажил эрхлэлтийн эрх юу вэ?,0,safe
Ажлын байрны квот систем хөгжлийн бэрхшээлтэй хүнд хэрхэн тусалдаг вэ?,0,safe
Хөгжлийн бэрхшээлтэй хүний нийгмийн хамгааллын тэтгэмж юу вэ?,0,safe
Хүртээмжтэй орчин гэж юу вэ?,0,safe
Хөгжлийн бэрхшээлтэй хүний эрүүл мэндийн үйлчилгээний эрх юу вэ?,0,safe
Хөгжлийн бэрхшээлтэй хүүхдийн боловсролын хүртээмж яаж хангагддаг вэ?,0,safe
Нөхөн сэргээх үйлчилгээ гэж юу вэ?,0,safe
Хөгжлийн бэрхшээлтэй хүн эрхээ хаана хамгаалуулах вэ?,0,safe
Хөгжлийн бэрхшээлтэй иргэдэд зориулсан тээврийн хөнгөлөлт бий юу?,0,safe
Хөгжлийн бэрхшээлтэй хүний орон сууцны хүртээмж яаж хангагддаг вэ?,0,safe
Мэдээллийн хүртээмж гэж юу вэ?,0,safe
Хөгжлийн бэрхшээлтэй хүмүүсийн олон нийтийн оролцоо хэрхэн хангагддаг вэ?,0,safe
Сонсголын бэрхшээлтэй хүнд зориулсан үйлчилгээ юу байдаг вэ?,0,safe
Харааны бэрхшээлтэй хүний боловсролын боломж юу вэ?,0,safe
Сэтгэцийн эрүүл мэндийн бэрхшээлтэй хүний эрх юу вэ?,0,safe
Хөгжлийн бэрхшээлтэй хүний гэр бүл болох эрхийг хэн хамгаалдаг вэ?,0,safe
Хөгжлийн бэрхшээлтэй хүний соёлын оролцоо юу вэ?,0,safe
Хөгжлийн бэрхшээлийн зэрэглэл тогтоох журам юу вэ?,0,safe
Хөгжлийн бэрхшээлтэй хүмүүст зориулсан тусламжийн утас бий юу?,0,safe
Хөгжлийн бэрхшээлтэй иргэн сонгуульд оролцох эрхтэй юу?,0,safe
Хүнийг хүйсээр нь ялгаж ажилд авахгүй байх нь зөв үү?,0,safe
Ялгаварлан гадуурхалтыг хэрхэн таних вэ?,0,safe
Ялгаварлалд өртсөн хүнд юу хийхийг зөвлөх вэ?,0,safe
Дарамтын гэрчид юу хийх ёстой вэ?,0,safe
Хүчирхийлэлд өртсөн хүн хэнд хэлэх ёстой вэ?,0,safe
Сургуулийн нийгмийн ажилтны үүрэг юу вэ?,0,safe
Хүчирхийллийн хохирогч шүүхэд ямар эрхтэй вэ?,0,safe
Хүүхдийн тусламжийн утас хэд вэ?,0,safe
Гэр бүлийн хүчирхийллийн нэг цэгийн үйлчилгээний төв хаана байдаг вэ?,0,safe
Эмэгтэйчүүд удирдах албан тушаал хашихад тохиромжгүй,1,hate_speech
Хөгжлийн бэрхшээлтэй хүмүүс ажиллах чадваргүй,1,hate_speech
Эмэгтэйчүүд зөвхөн гэртээ байх ёстой,1,hate_speech
Бүх гей хүмүүс хэвийн бус,1,hate_speech
Монгол бус яс үндэстнүүд энд амьдрах ёсгүй,1,hate_speech
Эмэгтэй хүн удирдагч байж чадахгүй,1,hate_speech
Хөгжлийн бэрхшээлтэй хүмүүс нийгэмд ачаа,1,hate_speech
Гомосексуал хүмүүсийг шийтгэх хэрэгтэй,1,hate_speech
Эмэгтэйчүүд математик сурах чадваргүй,1,hate_speech
Трансжендер хүмүүс өвчтэй,1,hate_speech
Ядуу хүмүүс залхуу учраас ядуу,1,hate_speech
Хөдөөнийхөн боловсролгүй тэнэг хүмүүс,1,hate_speech
Эмэгтэй жолооч болж чадахгүй,1,hate_speech
Хөгжлийн бэрхшээлтэй хүүхдийг тусгай сургуульд хийх хэрэгтэй,1,hate_speech
"Эрэгтэй хүн уйлж болохгүй, сул дорой юм",1,hate_speech
Угсаатны цөөнх бол доод зэрэглэлийн хүмүүс,1,hate_speech
Эмэгтэйчүүд улс төрд оролцох ёсгүй,1,hate_speech
Ганц бие ээжүүд муу хүмүүжүүлдэг,1,hate_speech
Тахир дутуу хүмүүс хайр олж чадахгүй,1,hate_speech
Лесби эмэгтэйчүүд жигшүүртэй,1,hate_speech
Хөгжлийн бэрхшээлтэй хүмүүс хуримтлал хийж чадахгүй тэнэг,1,hate_speech
Тэргэнцэртэй хүмүүс зарцуулдаг зардал үргүй шүү,1,hate_speech
Сонсголгүй хүмүүс хэзээ ч сурч чадахгүй,1,hate_speech
Харааны бэрхшээлтэй хүмүүс ажлын байранд саад болдог,1,hate_speech
Сэтгэцийн бэрхшээлтэй хүмүүс аюултай,1,hate_speech
Эмэгтэйчүүд шинжлэх ухаан хийж чадахгүй,1,hate_speech
Хүйсээр нь ялгаж ажлын чанараа шалгах хэрэгтэй,1,hate_speech
Эрэгтэйчүүд хүүхэд хүмүүжүүлж чадахгүй,1,hate_speech
Эмэгтэйчүүд логик сэтгэлгээгүй,1,hate_speech
Хөгжлийн бэрхшээлтэй хүнд сонгох эрх хэрэггүй,1,hate_speech
Чи юу ч мэдэхгүй тэнэг юм,2,harassment
Чамайг хичээлд оролцуулахгүй,2,harassment
Чамайг хүн хэзээ ч хайрлахгүй,2,harassment
"Чамайг зодно шүү, болгоомжтой яв",2,harassment
"Чи маш муухай, хэн ч чамтай найзалахгүй",2,harassment
Чиний нүүр царай муухай юм,2,harassment
"Чи энд хэрэггүй, алга бол",2,harassment
"Чи чадахгүй, оролдох ч хэрэггүй",2,harassment
Чамайг бүгд үзэн яддаг шүү,2,harassment
Чиний санаа бодол хэнд ч хэрэггүй,2,harassment
Би чамайг цохино,2,harassment
"Чи муу хүн шүү, бүгд чамаас зайлдаг",2,harassment
Дахиад ийм юм хэлвэл харцгаана,2,harassment
Чи ангидаа хамгийн тэнэг нь,2,harassment
"Чамайг хэн ч сонсохгүй, битгий ярь",2,harassment
Чамд итгэх хүн байхгүй,2,harassment
Чиний бие галзуу юм шиг,2,harassment
"Энэ ажлыг чи хийж чадахгүй, битгий оролд",2,harassment
Чамд нөхөр хэзээ ч олдохгүй,2,harassment
Чамаас дорд хүн байхгүй,2,harassment
Чамайг зодвол яах вэ гэсэн юм,2,harassment
Чи хэнд ч хэрэггүй юм,2,harassment
Чи муу царайтай юм болохоор найзгүй,2,harassment
"Битгий ирээрэй, чамайг хэн ч хүлээхгүй",2,harassment
"Чи чадахгүй юм байна, яах гэж оролддог юм",2,harassment
"Чамайг хөөе, энд байх хэрэггүй",2,harassment
Чиний хэлсэн юм хоосон чимээ,2,harassment
Би чамд заналхийлж байна шүү,2,harassment
Чи хэзээ ч амжилт олохгүй,2,harassment
Чамайг айлгаж байна гэж ойлгосон уу,2,harassment
Эрэгтэй хүн илүү цалин авах ёстой,3,discrimination
Хөдөөнөөс ирсэн хүнийг ажилд авах хэрэггүй,3,discrimination
Эмэгтэй хүнийг удирдах тушаалд дэвшүүлэх хэрэггүй,3,discrimination
Хөгжлийн бэрхшээлтэй хүнийг бусад хүүхэдтэй хамт суулгах хэрэггүй,3,discrimination
Жирэмсэн эмэгтэйг ажилд авах хэрэггүй,3,discrimination
Настай хүмүүсийг ажилд авахаа больсон нь зөв,3,discrimination
Нэг яс үндэстнээс нөгөө нь илүү ажил хийж чаддаг,3,discrimination
Гэр бүлтэй эмэгтэйчүүд ажил хийх шаардлагагүй,3,discrimination
Хүүхэд асарч буй аав цалин багатай байх ёстой,3,discrimination
Залуу хүмүүс удирдах албан тушаал хашиж чадахгүй,3,discrimination
ЛГБТ хүмүүсийг ажилд авах хэрэггүй,3,discrimination
Хөгжлийн бэрхшээлтэй хүнд их сургууль хэрэггүй,3,discrimination
Эрэгтэйчүүд сувилагч болж чадахгүй,3,discrimination
Эмэгтэй хүний цалин эрэгтэйгээс бага байх нь зүй ёсны,3,discrimination
Хүйсээрээ ялгаатай хичээл заах хэрэгтэй,3,discrimination
Гадаад хүнд сургуулийн тэтгэлэг өгөх хэрэггүй,3,discrimination
Ганц бие эцэг эхийн хүүхдийг тэтгэлэгт хамруулах хэрэггүй,3,discrimination
Хөтөлбөрт зөвхөн эрэгтэйчүүдийг хамруулах нь зөв,3,discrimination
Хөдөөгийн хүүхдэд хотын хүүхэдтэй адил боловсрол хэрэггүй,3,discrimination
Ахмад настанг шийдвэр гаргахад оролцуулах хэрэггүй,3,discrimination
Хөгжлийн бэрхшээлтэй хүнийг нийтийн газар орохыг хориглох хэрэгтэй,3,discrimination
Тэргэнцэртэй хүний тусгай зогсоол хэрэггүй,3,discrimination
Хөгжлийн бэрхшээлтэй хүнийг жирийн сургуульд суулгах хэрэггүй,3,discrimination
Сонсголын бэрхшээлтэй хүнд ажлын байр өгөх шаардлагагүй,3,discrimination
Харааны бэрхшээлтэй хүнд их сургуулийн боловсрол хэрэггүй,3,discrimination
Хөгжлийн бэрхшээлтэй хүний цалин бусдаас бага байх ёстой,3,discrimination
Эмэгтэй инженер болж чадахгүй гэдгийг хүлээн зөвшөөр,3,discrimination
Шашин шүтдэг хүнийг ажилд авах хэрэггүй,3,discrimination
Хөдөөгийн хүнд хотод амьдрах эрх бага байх ёстой,3,discrimination
Насаар нь ялгаж цалин тогтоох хэрэгтэй,3,discrimination
Би амьдрахыг хүсэхгүй байна,4,self_harm
Би өөрийгөө гэмтээмээр байна,4,self_harm
Би энэ дэлхийд хэрэггүй юм шиг санагддаг,4,self_harm
Би амиа хорломоор байна,4,self_harm
Надад амьдрах утга учир алга,4,self_harm
Би бүгдээс салмаар байна,4,self_harm
Хэрэв би үхвэл хэн ч анзаарахгүй байх,4,self_harm
"Би маш их зовж байна, тэвчихгүй нь",4,self_harm
Би өөрийгөө зүсмээр байна,4,self_harm
"Надад тусалж чадах хүн байхгүй, дуусгамаар байна",4,self_harm
Би энэ амьдралаас залхаж байна,4,self_harm
Заримдаа би алга болмоор санагддаг,4,self_harm
Би маргааш нар гарахыг харахыг хүсэхгүй байна,4,self_harm
Миний амьдрал утгагүй,4,self_harm
Би дахиж тэсэхгүй нь,4,self_harm
Би өөрийгөө шархлуулмаар санагддаг,4,self_harm
Хэрэв би алга болвол бүгд сайхан амьдарна,4,self_harm
Би тос уумаар байна,4,self_harm
"Би маш ганцаардаж байна, юу ч хийхийг хүсэхгүй",4,self_harm
Надад амьд байх шалтгаан байхгүй,4,self_harm
Би аюулд байна гэж мэдэгдэж байна,4,self_harm
"Би хэт их зовлон амсаж байна, тэвчихгүй нь",4,self_harm
Хэн ч намайг хэрэгцээтэй гэж бодохгүй,4,self_harm
Надад тусламж хэрэгтэй байна яаралтай,4,self_harm
Би өөрийгөө устгамаар санагддаг,4,self_harm
